country,hdi,life_expectancy,expec_yr_school,mean_yr_school,gross_inc_percap,HDI_Category
Eritrea,0.487,67.3,7.301042091,4.93477098,1740.14217,Low
Eritrea,0.49,67.133,7.318835512,5.09136442,1795.295094,Low
Eritrea,0.49,66.536,7.318835512,5.09136442,1854.318504,Low
Eritrea,0.493,66.604,7.318835512,5.09136442,1957.046464,Low
Estonia,0.741,69.831,13.0799799,9.655532811,16707.58181,High
Estonia,0.736,69.712,12.78081989,9.900291752,15414.75445,High
Estonia,0.726,69.344,12.62077999,10.14505069,12667.06039,High
Estonia,0.718,68.579,12.32798004,10.38980963,11693.7397,High
Estonia,0.72,67.885,12.54491997,10.63456858,11752.53455,High
Estonia,0.733,68.726,12.79681015,10.87932752,12654.27446,High
Estonia,0.749,70.145,13.15272999,11.13860606,13439.19489,High
Estonia,0.764,70.732,13.56027508,11.3978846,14897.4201,High
Estonia,0.772,70.217,13.96782017,11.65716314,15880.84344,High
Estonia,0.781,71.115,14.21566963,11.91644168,15846.88238,High
Estonia,0.798,71.33,15.16271973,12.17572021,17200.8951,High
Estonia,0.807,71.418,15.65767956,12.34650517,18210.60853,Very High
Estonia,0.818,71.871,15.94836044,12.51729012,19572.78437,Very High
Estonia,0.826,72.158,16.09065056,12.68807507,21025.37228,Very High
Estonia,0.836,72.644,16.25458908,12.85886002,22664.90771,Very High
Estonia,0.848,73.197,16.49143982,13.02964497,25191.31022,Very High
Estonia,0.856,73.479,16.45730972,13.20042992,27463.03944,Very High
Estonia,0.859,73.605,16.43349075,13.21786022,29159.93235,Very High
Estonia,0.861,74.412,16.2975502,13.25249004,28150.59183,Very High
Estonia,0.859,75.192,16.31830025,13.32087994,24592.293,Very High
Estonia,0.864,75.749,16.50847054,13.33069038,24667.88993,Very High
Estonia,0.873,76.468,16.6350193,13.3991003,26603.17386,Very High
Estonia,0.876,76.545,16.60737038,13.44874001,27830.0887,Very High
Estonia,0.881,77.127,16.49702072,13.53934956,28825.80955,Very High
Estonia,0.879,77.141,16.26988983,13.44295025,29634.5426,Very High
Estonia,0.883,77.656,16.12105942,13.48861027,30363.49599,Very High
Estonia,0.884,77.82,15.95291996,13.51035023,31297.02972,Very High
Estonia,0.886,77.976,15.81396008,13.55548,32990.0452,Very High
Estonia,0.89,78.139,15.75247955,13.65631008,34233.03156,Very High
Estonia,0.893,78.669,15.74028969,13.60237026,35472.28934,Very High
Estonia,0.891,78.343,15.77509975,13.54843044,35481.21555,Very High
Estonia,0.89,77.144,15.94297981,13.54843044,38027.42126,Very High
Estonia,0.899,79.155,15.94297981,13.54843044,37151.63384,Very High
Eswatini (Kingdom of),0.546,63.072,9.644469458,4.35,5175.991722,Low
Eswatini (Kingdom of),0.543,62.685,9.572581933,4.328,5094.409068,Low
Eswatini (Kingdom of),0.537,61.735,9.50123024,4.306,5078.874892,Low
Eswatini (Kingdom of),0.529,60.233,9.430410385,4.284,4944.725873,Low
Eswatini (Kingdom of),0.52,58.268,9.520150185,4.262,4833.899673,Low
Eswatini (Kingdom of),0.515,56.148,9.609889984,4.24,5369.727576,Low
Eswatini (Kingdom of),0.506,53.873,9.699629784,4.164,5622.868849,Low
Eswatini (Kingdom of),0.496,52.044,9.702963193,4.088,5698.025271,Low
Eswatini (Kingdom of),0.485,50.333,9.706296603,4.012,5531.503407,Low
Eswatini (Kingdom of),0.477,48.733,9.709630013,3.936,5713.621351,Low
Eswatini (Kingdom of),0.465,47.256,9.558130264,3.86,5572.211204,Low
Eswatini (Kingdom of),0.456,45.975,9.475719929,3.714,5845.046142,Low
Eswatini (Kingdom of),0.444,44.486,9.393309593,3.568,5662.490275,Low
Eswatini (Kingdom of),0.438,43.349,9.7072649,3.422,5705.252473,Low
Eswatini (Kingdom of),0.436,42.538,10.02122021,3.276,6001.424052,Low
Eswatini (Kingdom of),0.439,42.125,10.31523991,3.13,6698.02301,Low
Eswatini (Kingdom of),0.454,43.12,10.95755959,3.308,6691.213422,Low
Eswatini (Kingdom of),0.464,43.641,11.26955566,3.486,7001.116571,Low
Eswatini (Kingdom of),0.473,44.175,11.58155174,3.664,6924.959311,Low
Eswatini (Kingdom of),0.481,44.639,11.89354782,3.842,6861.930591,Low
Eswatini (Kingdom of),0.498,46.619,12.2055439,4.02,6872.288421,Low
Eswatini (Kingdom of),0.514,48.195,12.51753998,4.228,6923.968151,Low
Eswatini (Kingdom of),0.53,49.835,12.69502497,4.436,7215.886902,Low
Eswatini (Kingdom of),0.546,51.486,12.87250996,4.644,7623.226801,Low
Eswatini (Kingdom of),0.56,53.05,13.1477058,4.852,7642.682718,Medium
Eswatini (Kingdom of),0.577,55.019,13.42878494,5.06,7780.983869,Medium
Eswatini (Kingdom of),0.59,56.659,13.71587316,5.194,7676.1595,Medium
Eswatini (Kingdom of),0.601,57.895,14.0090989,5.328,7663.394342,Medium
Eswatini (Kingdom of),0.613,59.411,14.3085934,5.462,7744.309049,Medium
Eswatini (Kingdom of),0.623,60.549,14.61449065,5.596,7668.51484,Medium
Eswatini (Kingdom of),0.622,59.692,14.92692756,5.73,7438.342596,Medium
Eswatini (Kingdom of),0.612,57.066,14.92692756,5.73,8139.39063,Medium
Eswatini (Kingdom of),0.61,56.36,14.92692756,5.73,8391.855111,Medium
Ethiopia,0.286,50.538,4.218190193,1.484763579,716.8392405,Low
Ethiopia,0.299,51.043,4.730609894,1.558857166,753.1816363,Low
Ethiopia,0.305,51.517,5.022950172,1.632950752,743.2334114,Low
Ethiopia,0.31,52.533,5.178480148,1.707044339,706.3389883,Low
Ethiopia,0.323,53.235,5.507180214,1.786018234,778.9306581,Low
Ethiopia,0.343,54.008,6.314970016,1.86499213,850.7820903,Low
Ethiopia,0.359,55.149,6.847913265,1.943966025,915.6800015,Low
Ethiopia,0.376,56.426,7.380856514,2.02293992,993.4973712,Low
Ethiopia,0.391,57.592,7.913799763,2.060162425,1069.598727,Low
Ethiopia,0.399,58.804,7.940599918,2.09738493,1129.002301,Low
Ethiopia,0.409,59.73,8.021840096,2.134607434,1234.251626,Low
Ethiopia,0.419,60.721,8.198710442,2.171829939,1333.214772,Low
Ethiopia,0.426,61.543,8.268199921,2.222821951,1408.061934,Low
Ethiopia,0.437,62.373,8.460597474,2.273813963,1514.788044,Low
Ethiopia,0.445,62.905,8.657472039,2.324805975,1624.755382,Low
Ethiopia,0.455,63.649,8.858927792,2.375797987,1743.65054,Low
Ethiopia,0.465,64.392,9.065071336,2.426789999,1858.299485,Low
Ethiopia,0.472,64.838,9.276011755,2.41103665,1976.163092,Low
Ethiopia,0.479,65.412,9.491860668,2.395283302,2058.324276,Low
Ethiopia,0.485,65.838,9.712732296,2.379529953,2168.379787,Low
Ethiopia,0.489,65.371,9.938743514,2.390854081,2240.351134,Low
Ethiopia,0.489,64.975,9.938743514,2.390854081,2307.076754,Low
Ethiopia,0.492,65.645,9.938743514,2.390854081,2368.758391,Low
Fiji,0.63,65.508,11.63193653,6.602397357,7780.496138,Medium
Fiji,0.633,65.643,11.67753029,6.826421353,7583.644738,Medium
Fiji,0.639,65.827,11.72330276,7.050445349,7827.262346,Medium
Fiji,0.643,65.928,11.76907523,7.274469346,7934.856877,Medium
Fiji,0.649,66.125,11.81484771,7.498493342,8201.826161,Medium
Fiji,0.654,66.286,11.86062018,7.722517338,8485.322965,Medium
Fiji,0.658,66.408,11.90639265,7.69411993,8915.734328,Medium
Fiji,0.658,66.448,11.95216513,7.834786328,8581.776308,Medium
Fiji,0.661,66.68,11.9979376,7.975452727,8461.538917,Medium
Fiji,0.667,66.763,12.04371007,8.116119125,9124.075545,Medium
Fiji,0.669,66.31,12.08948255,8.256785523,9405.877372,Medium
Fiji,0.67,66.34,12.13525502,8.397451921,9299.200375,Medium
Fiji,0.671,65.748,12.18102749,8.538118319,9622.009513,Medium
Fiji,0.675,66.177,12.22679996,8.678784717,9553.74564,Medium
Fiji,0.682,66.424,12.37187958,8.819451115,9969.340301,Medium
Fiji,0.684,66.632,12.45875078,8.960117513,9774.009275,Medium
Fiji,0.687,66.855,12.54562198,9.100783912,9714.812723,Medium
Fiji,0.689,66.826,12.63249318,9.24145031,9626.00247,Medium
Fiji,0.693,66.935,12.71936438,9.380341244,9684.419303,Medium
Fiji,0.696,67.089,12.80623558,9.519232178,9701.509166,Medium
Fiji,0.699,67.328,12.89310679,9.658123112,9679.915841,Medium
Fiji,0.704,67.523,12.97997799,9.797014046,9910.91611,High
Fiji,0.707,67.552,13.06684919,9.93590498,9956.767954,High
Fiji,0.712,67.428,13.15372039,10.07479591,10588.31325,High
Fiji,0.715,67.376,13.24059159,10.21368685,10850.94789,High
Fiji,0.716,66.844,13.32746279,10.35257778,11166.09207,High
Fiji,0.721,67.24,13.32746279,10.49146872,11499.36263,High
Fiji,0.728,67.79,13.50120519,10.63035965,11808.64714,High
Fiji,0.731,67.81,13.5880764,10.56551218,12417.47909,High
Fiji,0.73,67.893,13.6749476,10.50066471,12117.82642,High
Fiji,0.722,67.924,13.7618188,10.43581724,10249.00145,High
Fiji,0.715,67.114,13.84869,10.37096977,9727.721631,High
Fiji,0.729,68.312,13.84869,10.37096977,11233.65882,High
Finland,0.811,74.989,15.05280972,9.184650421,32062.58871,Very High
Finland,0.815,75.407,15.2710104,9.40821809,29766.09843,Very High
Finland,0.821,75.647,15.73964977,9.63178576,28319.73093,Very High
Finland,0.826,75.885,15.96156025,9.855353429,27826.45668,Very High
Finland,0.838,76.575,16.29762077,10.0789211,29135.50046,Very High
Finland,0.844,76.604,16.41723061,10.30248877,30505.82669,Very High
Finland,0.852,76.87,16.58016968,10.52605644,31765.21818,Very High
Finland,0.86,77.064,16.71985054,10.74962411,33955.54121,Very High
Finland,0.868,77.259,16.95726967,10.97319177,35538.9226,Very High
Finland,0.877,77.451,17.27002907,11.19675944,37389.97343,Very High
Finland,0.887,77.671,17.68334961,11.42032711,39632.35595,Very High
Finland,0.897,78.142,17.98135948,11.64389478,40826.60127,Very High
Finland,0.901,78.27,18.07708931,11.86746245,41570.76524,Very High
Finland,0.905,78.533,18.29443932,12.09103012,41911.21088,Very High
Finland,0.901,78.846,17.11433983,12.13717985,44041.31169,Very High
Finland,0.904,78.971,17.19054985,12.18332958,44976.90591,Very High
Finland,0.909,79.373,17.17551994,12.23163033,46836.6035,Very High
Finland,0.911,79.391,17.13093948,12.27503967,48806.83031,Very High
Finland,0.913,79.695,17.10404968,12.32691956,48899.26008,Very High
Finland,0.908,79.831,16.8861599,12.37001038,45214.65959,Very High
Finland,0.912,80.012,17.02306938,12.41567993,46462.53829,Very High
Finland,0.916,80.391,17.11375046,12.45691967,47002.1184,Very High
Finland,0.916,80.501,17.10630035,12.4878397,46162.7632,Very High
Finland,0.926,80.883,19.3260994,12.54920959,45511.67944,Very High
Finland,0.928,81.013,19.25424957,12.59953022,45421.8768,Very High
Finland,0.93,81.418,19.31086922,12.63366985,45515.94348,Very High
Finland,0.931,81.291,19.31080055,12.68652487,46417.01893,Very High
Finland,0.934,81.498,19.37471008,12.73937988,47593.88701,Very High
Finland,0.936,81.627,19.45115089,12.80649996,48241.61007,Very High
Finland,0.939,81.871,19.04310989,12.87362003,48828.94077,Very High
Finland,0.939,81.866,19.04858017,12.92915501,48175.68311,Very High
Finland,0.941,82.038,19.22859001,12.92915501,49480.52826,Very High
Finland,0.942,82.351,19.22859001,12.92915501,49522.09853,Very High
France,0.79,76.834,13.98425961,7.552529812,33961.63957,High
France,0.799,77.014,14.46944046,7.744341952,33987.64794,High
France,0.806,77.296,14.69909954,7.936154093,34403.69799,Very High
France,0.809,77.348,14.81359005,8.127966234,34071.06603,Very High
France,0.824,77.768,15.6441803,8.319778374,34689.66499,Very High
France,0.829,77.871,15.77266979,8.511590515,35295.01798,Very High
France,0.834,78.061,15.86017036,8.703402655,35848.99859,Very High
France,0.839,78.425,15.81939983,8.895214796,36687.4798,Very High
France,0.843,78.588,15.76198959,9.087026937,37897.32879,Very High
France,0.847,78.751,15.72313976,9.278839077,39258.21318,Very High
France,0.844,79.047,14.93727016,9.470651218,40350.3746,Very High
France,0.847,79.224,14.8516798,9.662463358,40941.12729,Very High
France,0.85,79.413,14.78316021,9.854275499,40801.58053,Very High
France,0.853,79.421,14.86872005,10.04608764,40961.00038,Very High
France,0.861,80.339,14.85523987,10.23789978,41833.87387,Very High
France,0.869,80.339,15.43264008,10.31739044,42345.12258,Very High
France,0.873,80.748,15.41829014,10.44354534,43199.95213,Very High
France,0.876,80.967,15.35235023,10.56970024,43972.27169,Very High
France,0.877,81.049,15.2978096,10.65437031,43919.10806,Very High
France,0.875,81.178,15.27202034,10.63230991,42495.40744,Very High
France,0.88,81.427,15.38066006,10.7787199,43113.32034,Very High
France,0.884,81.813,15.4170599,10.85153961,43984.14355,Very High
France,0.885,81.774,15.48921013,10.9350996,43709.33323,Very High
France,0.888,82.016,15.46125031,11.08078957,43760.65414,Very High
France,0.892,82.476,15.44229031,11.22550011,43945.59701,Very High
France,0.893,82.186,15.51356983,11.33419037,44282.82342,Very High
France,0.896,82.437,15.62283039,11.35085964,44633.57217,Very High
France,0.899,82.473,15.74036026,11.40970039,45584.57087,Very High
France,0.903,82.591,15.84354973,11.50988007,46291.00885,Very High
France,0.905,82.731,15.86798954,11.61005974,46907.18465,Very High
France,0.9,82.21,15.9334898,11.68859246,42890.70201,Very High
France,0.906,82.499,15.98756027,11.68859246,46321.88728,Very High
France,0.91,83.229,15.98756027,11.68859246,47378.74304,Very High
Gabon,0.599,60.311,11.06384079,4.32,16224.83635,Medium
Gabon,0.604,60.397,11.10699025,4.5,16802.65958,Medium
Gabon,0.605,60.545,11.15030799,4.68,15496.14728,Medium
Gabon,0.609,60.718,11.19379468,4.86,15518.9761,Medium
Gabon,0.613,60.701,11.23745096,5.04,16030.64865,Medium
Gabon,0.617,60.704,11.28127751,5.22,16195.38787,Medium
Gabon,0.62,60.612,11.32527499,5.406,16320.5367,Medium
Gabon,0.624,60.662,11.36944405,5.592,16707.22217,Medium
Gabon,0.63,60.79,11.41378538,5.778,17509.15059,Medium
Gabon,0.627,60.849,11.45829964,5.964,15224.66488,Medium
Gabon,0.626,61.069,11.50307465,6.15,13494.88066,Medium
Gabon,0.632,61.27,11.54784966,6.304,14215.05962,Medium
Gabon,0.635,61.292,11.59288677,6.458,14318.46781,Medium
Gabon,0.638,61.671,11.63809953,6.612,14010.53894,Medium
Gabon,0.638,61.838,11.68348863,6.766,12885.06501,Medium
Gabon,0.643,61.959,11.72905474,6.92,13508.50926,Medium
Gabon,0.643,62.375,11.77479857,7.05,12073.4812,Medium
Gabon,0.646,62.618,11.82072079,7.18,12126.01727,Medium
Gabon,0.647,63.083,11.86682212,7.31,11148.18129,Medium
Gabon,0.652,63.303,11.91310324,7.44,11685.39239,Medium
Gabon,0.656,63.898,11.95956486,7.57,11492.06266,Medium
Gabon,0.661,64.045,12.00620769,7.852,11386.68385,Medium
Gabon,0.671,64.587,12.05303242,8.134,12396.71705,Medium
Gabon,0.678,64.776,12.10003977,8.416,12857.19263,Medium
Gabon,0.687,64.974,12.14723045,8.698,14042.83491,Medium
Gabon,0.692,65.46,12.19460518,8.98,13603.21748,Medium
Gabon,0.696,65.802,12.24216467,9.094,13638.44458,Medium
Gabon,0.699,66.189,12.28990964,9.208,13562.90365,Medium
Gabon,0.699,66.306,12.33784083,9.322,12916.59667,Medium
Gabon,0.702,66.603,12.38595894,9.436,12653.01115,High
Gabon,0.704,66.531,12.43426472,9.55,13023.09172,High
Gabon,0.687,65.821,12.43426472,9.55,9746.300931,Medium
Gabon,0.693,65.694,12.43426472,9.55,11194.21884,Medium
Gambia,0.323,51.319,3.84434068,1.395152942,2039.632056,Low
Gambia,0.331,52.127,4.00602438,1.521166756,2026.658179,Low
Gambia,0.34,52.941,4.174508107,1.64718057,2018.092951,Low
Gambia,0.348,53.748,4.350077852,1.773194384,1983.417545,Low
Gambia,0.356,54.721,4.533031638,1.899208198,1926.385989,Low
Gambia,0.364,55.464,4.723680019,2.025222012,1895.534335,Low
Gambia,0.371,56.009,4.939758484,2.067976699,1920.135859,Low
Gambia,0.374,56.06,5.155836949,2.110731386,1852.477592,Low
Gambia,0.38,56.554,5.371915414,2.153486073,1863.633755,Low
Gambia,0.387,56.816,5.587993879,2.19624076,1923.100469,Low
Gambia,0.392,56.942,5.804072343,2.238995447,1976.287843,Low
Gambia,0.398,57.043,6.020150808,2.322254574,2016.996725,Low
Gambia,0.402,57.08,6.236229273,2.405513701,1945.441517,Low
Gambia,0.408,57.586,6.452307738,2.488772828,1955.493267,Low
Gambia,0.419,58.088,6.668386203,2.572031955,2129.530433,Low
Gambia,0.422,58.394,6.884464667,2.655291083,2018.049516,Low
Gambia,0.427,59.06,7.100543132,2.75880243,1941.113035,Low
Gambia,0.433,59.394,7.316621597,2.862313777,1945.65203,Low
Gambia,0.442,60.082,7.532700062,2.965825124,2013.658583,Low
Gambia,0.446,60.427,7.53000021,3.069336472,2075.716046,Low
Gambia,0.449,60.717,7.477910042,3.172847819,2132.033879,Low
Gambia,0.45,61.526,7.603649736,3.305612373,1891.346904,Low
Gambia,0.457,62.096,7.73150372,3.438376927,1933.804073,Low
Gambia,0.461,62.114,7.861507545,3.571141481,1927.935276,Low
Gambia,0.462,62.269,8.020992137,3.676881218,1842.014137,Low
Gambia,0.467,62.494,8.180476728,3.782620955,1859.853316,Low
Gambia,0.472,63.013,8.33996132,3.888360691,1852.719763,Low
Gambia,0.477,62.995,8.499445911,3.994100428,1890.802825,Low
Gambia,0.483,63.04,8.658930503,4.099840164,1977.09018,Low
Gambia,0.492,63.755,8.818415095,4.306130171,2049.419807,Low
Gambia,0.492,62.612,8.977899686,4.512420177,2013.668573,Low
Gambia,0.49,62.083,8.977899686,4.512420177,2022.240716,Low
Gambia,0.495,62.906,8.977899686,4.512420177,2089.626826,Low
Georgia,0.694,69.575,12.59049034,11.80588996,4956.864887,Medium
Georgia,0.7,69.606,12.86779022,11.86248939,5200.732696,High
Georgia,0.709,70.024,13.10517025,11.91936016,5596.452661,High
Georgia,0.719,70.333,13.32161045,11.97705412,6270.083587,High
Georgia,0.727,70.567,13.50691032,12.03474808,6751.491447,High
Georgia,0.738,71.13,13.76416016,12.09244204,7423.628632,High
Georgia,0.744,71.394,13.50695038,12.15013599,8243.603651,High
Georgia,0.755,71.568,13.94359016,12.20782995,9174.358677,High
Georgia,0.751,71.332,13.44196987,12.26552391,9297.166066,High
Georgia,0.756,71.95,13.87479019,12.32321787,9037.946485,High
Georgia,0.763,72.128,14.11575007,12.38091183,9581.980186,High
Georgia,0.771,72.39,14.35670996,12.43860579,10268.19764,High
Georgia,0.779,72.412,14.59766984,12.49629974,11196.55969,High
Georgia,0.784,72.628,14.83862972,12.55731964,11544.51495,High
Georgia,0.793,73.099,15.16259003,12.61833954,12111.97028,High
Georgia,0.798,73.297,15.39435959,12.71645498,12334.6582,High
Georgia,0.802,73.569,15.56182957,12.81457043,12382.40144,Very High
Georgia,0.807,73.57,15.8134203,12.87436008,12924.2182,Very High
Georgia,0.816,73.341,16.00856018,13.34078026,13697.40109,Very High
Georgia,0.816,73.47,16.34345055,12.82221985,14314.32324,Very High
Georgia,0.807,72.765,16.27112961,12.78220336,13298.32184,Very High
Georgia,0.809,71.694,16.58107948,12.74218686,14489.377,Very High
Georgia,0.814,71.587,16.72682953,12.70217037,15952.02452,Very High
Germany,0.828,75.359,14.37678802,10.3637846,37292.77245,Very High
Germany,0.835,75.576,14.56478977,10.5741328,38706.81317,Very High
Germany,0.842,76.019,14.75524998,10.78448099,39093.61132,Very High
Germany,0.852,76.096,15.47786045,10.99482919,38392.59837,Very High
Germany,0.858,76.393,15.64466953,11.20517738,38914.99498,Very High
Germany,0.863,76.562,15.75277996,11.41552557,39309.73971,Very High
Germany,0.868,76.792,15.86441994,11.61641992,39572.1531,Very High
Germany,0.874,77.226,15.94838047,11.81731426,40139.76283,Very High
Germany,0.879,77.577,16.02003354,12.0182086,40784.2348,Very High
Germany,0.884,77.806,16.09168661,12.21910294,41476.39057,Very High
Germany,0.89,78.064,16.16333967,12.41999728,42685.48083,Very High
Germany,0.897,78.409,16.23499274,12.76506286,43269.57868,Very High
Germany,0.902,78.483,16.30664581,13.11012844,42954.18607,Very High
Germany,0.906,78.544,16.37829888,13.45519401,42647.12655,Very High
Germany,0.915,79.126,16.44995195,13.80025959,43867.5782,Very High
Germany,0.916,79.262,16.52160501,13.70372963,44309.40458,Very High
Germany,0.92,79.591,16.59325808,13.60348034,46443.05588,Very High
Germany,0.923,79.741,16.66491115,13.68010998,47778.50887,Very High
Germany,0.926,79.826,16.73656422,13.75629044,48087.59137,Very High
Germany,0.925,79.925,16.80821729,13.82800961,46058.81202,Very High
Germany,0.929,80.086,16.87987036,13.85177994,47933.86372,Very High
Germany,0.935,80.36,16.95152342,13.93054962,51009.63457,Very High
Germany,0.937,80.506,17.02317649,13.97772026,51046.84602,Very High
Germany,0.938,80.463,17.09482956,14.00984955,51092.81404,Very High
Germany,0.942,80.915,17.11840057,14.03711987,51852.20271,Very High
Germany,0.941,80.574,17.11218071,14.08201981,52322.29732,Very High
Germany,0.941,80.847,16.87516975,14.1321497,53171.2991,Very High
Germany,0.944,80.944,16.98994064,14.10476494,54335.96281,Very High
Germany,0.946,81.172,17.04191971,14.07738018,55226.69407,Very High
Germany,0.951,81.558,17.22438049,14.16666031,55685.0117,Very High
Germany,0.948,81.147,17.22598076,14.25594044,53374.57581,Very High
Germany,0.948,80.63,17.34334946,14.25594044,55056.69662,Very High
Germany,0.95,80.989,17.34334946,14.25594044,55340.19722,Very High
Ghana,0.445,55.62,5.655748717,5.506158276,2263.132657,Low
Ghana,0.452,56.012,5.7762367,5.67437085,2325.438691,Low
Ghana,0.457,56.231,5.899291515,5.842583425,2360.348952,Low
Ghana,0.463,56.416,6.024967843,6.010796,2406.689212,Low
Ghana,0.465,56.112,6.153321534,6.179008574,2423.57955,Low
Ghana,0.472,56.565,6.284409625,6.347221149,2464.499391,Low
Ghana,0.477,56.82,6.418290368,6.452634362,2520.793347,Low
Ghana,0.483,57.199,6.555023256,6.558047576,2565.622219,Low
Ghana,0.488,57.6,6.694669052,6.663460789,2619.581078,Low
Ghana,0.494,58.03,6.83728981,6.768874002,2667.123059,Low
Ghana,0.5,58.195,7.17249012,6.874287216,2687.349308,Low
Ghana,0.499,58.107,6.862949848,6.937086577,2761.404199,Low
Ghana,0.506,58.608,7.194029808,6.999885938,2813.442443,Low
Ghana,0.51,59.111,7.127200127,7.062685299,2879.308879,Low
Ghana,0.517,59.191,7.566929817,7.125484661,2951.438148,Low
Ghana,0.529,59.76,8.221770287,7.188284022,3083.588156,Low
Ghana,0.537,59.988,8.645079613,7.266783223,3158.876773,Low
Ghana,0.547,60.224,9.311630249,7.345282425,3212.674142,Low
Ghana,0.558,60.49,9.909689903,7.423781626,3423.2786,Medium
Ghana,0.563,60.946,10.01552963,7.502280828,3501.737818,Medium
Ghana,0.571,61.157,10.34964466,7.580780029,3640.64144,Medium
Ghana,0.579,61.652,10.68375969,7.372168609,3992.131826,Medium
Ghana,0.583,62.081,10.93752003,7.163557189,4165.29783,Medium
Ghana,0.587,62.42,11.07386971,6.954945769,4469.515961,Medium
Ghana,0.582,63.045,10.72198963,6.746334348,4380.781895,Medium
Ghana,0.586,63.175,11.17568016,6.537722928,4473.410114,Medium
Ghana,0.586,63.89,11.09840012,6.329111508,4473.717598,Medium
Ghana,0.585,64.013,10.9863596,6.120500088,4686.813574,Medium
Ghana,0.589,64.122,10.95788002,6.224439538,4890.68719,Medium
Ghana,0.599,64.74,11.29076004,6.328378988,5121.491225,Medium
Ghana,0.601,64.114,11.42975998,6.432318439,5304.641625,Medium
Ghana,0.6,63.795,11.58627987,6.432318439,5278.769982,Medium
Ghana,0.602,63.945,11.58627987,6.432318439,5380.271535,Medium
Greece,0.762,77.296,12.61826992,7.580366438,24756.05028,High
Greece,0.773,77.369,13.21514988,7.722380161,25409.14306,High
Greece,0.774,77.282,13.24009991,7.867054428,25453.79412,High
Greece,0.776,77.654,13.17138958,8.011728695,24763.95179,High
Greece,0.782,77.803,13.38531971,8.156402963,25068.87718,High
Greece,0.784,77.821,13.39009953,8.30107723,25390.62335,High
Greece,0.789,77.957,13.50638962,8.445751497,25652.49473,High
Greece,0.796,78.319,13.69067955,8.590425764,26474.16607,High
Greece,0.806,78.231,14.39577007,8.735100031,27215.36602,Very High
Greece,0.809,78.35,14.34626961,8.879774298,27468.12702,Very High
Greece,0.818,78.377,14.74936962,9.024448565,28951.66142,Very High
Greece,0.827,78.836,15.11172009,9.169122832,30078.67883,Very High
Greece,0.838,78.969,15.75821018,9.313797099,30946.45806,Very High
Greece,0.844,79.029,15.87672043,9.458471366,32612.75528,Very High
Greece,0.852,79.289,16.24897003,9.603145633,33944.35493,Very High
Greece,0.864,79.59,16.97878075,9.747819901,34612.46281,Very High
Greece,0.872,79.707,17.11462021,10.10496998,35857.39781,Very High
Greece,0.866,79.612,16.53709984,10.05718994,36669.80909,Very High
Greece,0.871,80.049,16.75245984,10.10492039,36306.36816,Very High
Greece,0.873,80.299,16.96781985,10.15659523,34916.54606,Very High
Greece,0.874,80.51,17.18317986,10.20827007,32958.91976,Very High
Greece,0.871,80.547,17.31554031,10.30519748,29495.10737,Very High
Greece,0.87,80.341,17.46416092,10.40212488,28553.43092,Very High
Greece,0.874,80.974,17.52424049,10.49905229,27809.83953,Very High
Greece,0.879,81.007,17.86989975,10.59597969,28309.77422,Very High
Greece,0.881,80.668,18.17227459,10.74370956,28237.38753,Very High
Greece,0.877,81.162,18.47464943,10.25430012,28101.69546,Very High
Greece,0.88,80.85,18.86384964,10.54285765,28461.45581,Very High
Greece,0.886,81.391,19.19458961,10.83141518,28822.25942,Very High
Greece,0.89,81.249,19.66389084,11.11997271,29456.9996,Very High
Greece,0.887,80.909,19.67380905,11.40853024,26972.58162,Very High
Greece,0.887,80.111,20.02638054,11.40853024,29421.49957,Very High
Greece,0.893,80.614,20.02638054,11.40853024,31381.667,Very High
Grenada,0.756,73.167,15.78917622,9.613924209,10024.02538,High
Grenada,0.762,73.188,15.86309746,9.621043,10953.42042,High
Grenada,0.754,71.788,15.93736478,9.628167063,10529.17824,High
Grenada,0.773,73.521,16.0119798,9.635296401,12752.43239,High
Grenada,0.772,73.7,16.08694415,9.642431018,12154.07449,High
Grenada,0.778,74.317,16.16225947,9.649570918,12641.81584,High
Grenada,0.781,74.656,16.2379274,9.656716105,12709.23517,High
Grenada,0.777,75.036,16.31394958,9.663866583,11409.52028,High
Grenada,0.779,74.999,16.39104621,9.671022355,11646.19387,High
Grenada,0.782,75.295,16.46814283,9.678183426,11779.53493,High
Grenada,0.78,75.042,16.54523945,9.6853498,11518.91645,High
Grenada,0.783,75.116,16.62233607,9.69252148,11779.34819,High
Grenada,0.783,74.985,16.69943269,9.69969316,11857.46391,High
Grenada,0.786,75.013,16.77652931,9.70686484,12176.96054,High
Grenada,0.787,74.762,16.72244072,9.71403652,12789.16357,High
Grenada,0.786,74.765,16.38377953,9.7212082,13263.27453,High
Grenada,0.79,74.808,16.59221077,9.76679368,13726.26394,High
Grenada,0.79,74.863,16.58723542,9.81237916,13640.36663,High
Grenada,0.786,74.924,16.58226156,9.85796464,12403.05465,High
Grenada,0.788,74.936,16.58226156,9.85796464,12933.4338,High
Grenada,0.793,75.335,16.58226156,9.85796464,13593.24958,High
Guatemala,0.49,62.473,6.89961844,3.192767468,5418.050785,Low
Guatemala,0.494,62.725,6.942571071,3.268137717,5550.41194,Low
Guatemala,0.497,62.913,6.985791098,3.343507965,5654.353468,Low
Guatemala,0.502,63.349,7.029280186,3.418878214,5746.259446,Low
Guatemala,0.506,63.726,7.073040009,3.494248462,5832.852874,Low
